Abbr,Department,Agency/body,Agency abbr,Name of service,Slug,2012-Q4 Vol.,2012-Q4 CPT (£),2012-Q4 Digital vol.,2012-Q4 Digital CPT (£),2012-Q4 Completion rate,2012-Q4 User satisfaction,2013-Q1 Vol.,2013-Q1 CPT (£),2013-Q1 Digital vol.,2013-Q1 Digital CPT (£),2013-Q1 Completion rate,2013-Q1 User satisfaction,2013-Q2 Vol.,2013-Q2 CPT (£),2013-Q2 Digital vol.,2013-Q2 Digital CPT (£),2013-Q2 Completion rate,2013-Q2 User satisfaction,2013-Q3 Vol.,2013-Q3 CPT (£),2013-Q3 Digital vol.,2013-Q3 Digital CPT (£),2013-Q3 Completion rate,2013-Q3 User satisfaction,2013-Q4 Vol.,2013-Q4 CPT (£),2013-Q4 Digital vol.,2013-Q4 Digital CPT (£),2013-Q4 Completion rate,2013-Q4 User satisfaction,2014-Q1 Vol.,2014-Q1 CPT (£),2014-Q1 Digital vol.,2014-Q1 Digital CPT (£),2014-Q1 Completion rate,2014-Q1 User satisfaction,2014-Q2 Vol.,2014-Q2 CPT (£),2014-Q2 Digital vol.,2014-Q2 Digital CPT (£),2014-Q2 Completion rate,2014-Q2 User satisfaction,2014-Q3 Vol.,2014-Q3 CPT (£),2014-Q3 Digital vol.,2014-Q3 Digital CPT (£),2014-Q3 Completion rate,2014-Q3 User satisfaction,2014-Q4 Vol.,2014-Q4 CPT (£),2014-Q4 Digital vol.,2014-Q4 Digital CPT (£),2014-Q4 Completion rate,2014-Q4 User satisfaction,2015-Q1 Vol.,2015-Q1 CPT (£),2015-Q1 Digital vol.,2015-Q1 Digital CPT (£),2015-Q2 Vol.,2015-Q2 CPT (£),2015-Q2 Digital vol.,2015-Q2 Digital CPT (£),2015-Q3 Vol.,2015-Q3 CPT (£),2015-Q3 Digital vol.,2015-Q3 Digital CPT (£),2015-Q4 Vol.,2015-Q4 CPT (£),2015-Q4 Digital vol.,2015-Q4 Digital CPT (£),2016-Q1 Vol.,2016-Q1 CPT (£),2016-Q1 Digital vol.,2016-Q1 Digital CPT (£),2016-Q2 Vol.,2016-Q2 CPT (£),2016-Q2 Digital vol.,2016-Q2 Digital CPT (£),2016-Q3 Vol.,2016-Q3 CPT (£),2016-Q3 Digital vol.,2016-Q3 Digital CPT (£),2016-Q4 Vol.,2016-Q4 CPT (£),2016-Q4 Digital vol.,2016-Q4 Digital CPT (£),2017-Q1 Vol.,2017-Q1 CPT (£),2017-Q1 Digital vol.,2017-Q1 Digital CPT (£),2017-Q2 Vol.,2017-Q2 CPT (£),2017-Q2 Digital vol.,2017-Q2 Digital CPT (£),Category,URL,Service link text,Description of service,Notes on costs,Other notes,Customer type,Business model,"Previous dept 
 (MOG, Jun 2016)","Dept providing data 
(MOG , Jun 2016)",previous agency,Keywords,Notes [for GDS only],Hi-vol,Latest volumes,Latest digital take-up,Latest digital totals,,,,,FOI URL,Also check PP dashboard for more detailed channel breakdwon,Type of transaction,Type notes,"Total transactions
Jul - Sep 2012","Total transactions
Oct - Dec 2012","Total transactions
Jan - Mar 2013","Total transactions
Apr - Jun 2013","Total transactions
Jul - Sep 2013","Total transactions
Oct - Dec 2013","Total transactions
Jan - Mar 2014","Total transactions
Apr - Jun 2014","Total transactions
Jul - Sep 2014","Total transactions
Oct - Dec 2014","Total transactions
Jan - Mar 2015","Total transactions
Apr - Jun 2015","Total transactions
Jul - Sep 2015","Total transactions
Oct - Dec 2015","Total transactions
Jan - Mar 2016","Total transactions
Apr - Jun 2016","Total transactions
Jul - Sep 2016","Total transactions
Oct - Dec 2016","Total transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,"Digital transactions
Jul - Sep 2012","Digital transactions
Oct - Dec 2012","Digital transactions
Jan - Mar 2013","Digital transactions
Apr - Jun 2013","Digital transactions
Jul - Sep 2013","Digital transactions
Oct - Dec 2013","Digital transactions
Jan - Mar 2014","Digital transactions
Apr - Jun 2014","Digital transactions
Jul - Sep 2014","Digital transactions
Oct - Dec 2014","Digital transactions
Jan - Mar 2015","Digital transactions
Apr - Jun 2015","Digital transactions
Jul - Sep 2015","Digital transactions
Oct - Dec 2015","Digital transactions
Jan - Mar 2016","Digital transactions
Apr - Jun 2016","Digital transactions
Jul - Sep 2016","Digital transactions
Oct - Dec 2016","Digital transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,Digital exceeds all (quarters),Digital exceeds all (years)
DWP,Department for Work and Pensions,Health and Safety Executive,HSE,Pipeline Safety Regulations: notifications before construction,dwp-pipeline-safety-regulations-notification-before-construction-psr-reg-20,29,,,,,,33,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,1,,,,,,0,,,,,,3,,,,,,23,,,,23,,,,30,,,,27,,,,19,,,,23,,,,20,,,,24,,,,14,,,,15,,,,Providing information,,,"Data for notifications before construction of a new major accident hazard pipeline, under the Pipelines Safety Regulations 1996 (PSR 20).",,,Business,Taxpayers,DWP,DWP,,,download from web and sent by email or post,,23,,,,,,,,,,,0,1,1,1,0,0,0,0,3,20,0,7,0,12,4,4,4,2,5,15,15,y,,,,,,,,0,3,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Health and Safety Executive,HSE,Pipeline Safety Regulations: notifications before pipeline use,dwp-pipeline-safety-regulations-notification-before-use-psr-reg-21,22,,,,,,25,,,,,,,,,,,,7,,,,,,4,,,,,,,,,,,,7,,,,,,6,,,,,,8,,,,,,27,,,,25,,,,31,,,,33,,,,17,,,,23,,,,16,,,,13,,,,17,,,,11,,,,Providing information,,,Data for notifications before use of the intention to bring a major accident hazard (MAH) pipeline into use.,,,Business,Taxpayers,DWP,DWP,,,download from web and sent by email or post,,23,,,,,,,,,,,4,1,0,2,1,2,2,1,3,21,0,7,5,5,6,0,2,9,0,11,11,y,,,,,,,,1,3,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Health and Safety Executive,HSE,Pipeline Safety Regulations: notifications in other cases,dwp-pipeline-safety-regulations-notification-in-other-cases-psr-reg-22-2,21,,,,,,54,,,,,,,,,,,,39,,,,,,20,,,,,,,,,,,,12,,,,,,13,,,,,,32,,,,,,53,,,,53,,,,55,,,,37,,,,19,,,,21,,,,35,,,,40,,,,54,,,,61,,,,Providing information,,,"Data for notifications under the Pipelines Safety Regulations 1999, such as significant changes to a pipeline which can affect the level of risk, change of pipeline operator or major modifications to existing pipelines.",,,Business,Taxpayers,DWP,DWP,,,download from web and sent by email or post,,21,,,,,,,,,,,21,7,6,5,2,1,4,6,21,22,4,8,3,4,6,22,8,18,13,61,61,y,,,,,,,,6,21,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Health and Safety Executive,HSE,Pipeline Safety Regulations: notifications to change operator,dwp-pipeline-safety-regulations-notification-pipe1,15,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,1,,,,2,,,,2,,,,2,,,,1,,,,0,,,,0,,,,0,,,,0,,,,Providing information,,,Data for notifications of a change of major accident hazard (MAH) Pipeline Operator to HSE.,,,Business,Taxpayers,DWP,DWP,,,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,y,,,,,,,,0,0,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Health and Safety Executive,HSE,Submissions of radioactive substance risk assessment reports,dwp-provision-of-an-assessment-report-reppir1,15,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,22,,,,,,32,,,,32,,,,27,,,,19,,,,14,,,,14,,,,15,,,,15,,,,12,,,,13,,,,Providing information,https://www.hse.gov.uk/forms/notification/,,"Data for reports submitted under the Radiation Emergency Prepardeness and Public Information Regulations 2001 (REPPIR), which require those who handle or transport radioactive substances to carry out a risk assessment and send a report of it to HSE.",,,Business,Taxpayers,DWP,DWP,,,,,14,,,,,,,,,,,,,,,0,0,2,10,10,10,2,5,2,5,2,6,2,2,3,13,13,y,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,Reduced Earnings Allowance: existing claims,dwp-reduced-earnings-allowance,"1,000",,0,,,,"1,000",,,,,,700,,,,,,700,,0,,,,700,,0,,,,700,,0,,,,700,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,"Requesting benefits, payments or loans",https://www.gov.uk/reduced-earnings-allowance,,Data for existing claimants of Reduced Earnings Allowance.,,The number of transactions per quarter is no longer available.,Individuals,Taxpayers,DWP,DWP,,,,,700,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DWP,Department for Work and Pensions,Health and Safety Executive,HSE,"Notification under the Reporting of Injuries, Diseases and Dangerous Occurrences Regulations 1995 (RIDDOR)",dwp-riddor-reporting-of-injuries-diseases-dangerous-occurrences-regulations-1995,"150,000",,,,,,"148,000",,,,,,,,,,,,"131,451",,,,,,"129,684",,,,,,,,,,,,"127,200",,,,,,"135,460",,,,,,"134,129",,,,,,"132,278",2.20,"129,034",1.50,"130,288",2.20,"127,708",1.50,"128,494",2.20,"126,117",1.50,"126,716",2.20,"124,186",1.50,"126,079",,"122,377",,"125,260",,,,"125,241",,,,"126,425",,,,"124,322",,,,"123,755",,,,Providing information,http://www.hse.gov.uk/riddor/,,"Data for reports of serious workplace accidents, occupational diseases and dangerous occurrences.",,,Business,Taxpayers,DWP,DWP,,,"(Note: Figures relate to all seven English and seven Welsh forms. Figures also include offshore OIR9B [one of the seven forms], and which was been identified separately in the Annex). Download from web and sent by email or post",,"125,260",,"124,186",,,,,,,1. transactions received,,"36,325","36,234","34,583","24,309","34,558","34,718","33,615","32,569","33,527","32,567","31,625","30,775","31,749","31,930","30,806","30,756","32,933","29,827","30,239","123,755","123,755",y,,,,,,,,"31,924","32,882","31,922","30,980","30,333","30,951","30,113",,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,Budgeting Loans applications,dwp-social-fund-grants-loans,"5,010,000",55.00,0,,,,"4,830,000",55.00,0,,,,"4,740,000",50.00,0,,,,"4,020,000",50.00,0,,,,"3,260,000",49.00,0,,,,"2,600,000",49.00,0,,,,"1,860,000",49.00,0,,,,"1,777,300",39.00,0,,,,"1,703,100",39.00,,,,,"1,574,474",,0,,"1,478,163",,0,,"1,455,816",,0,,"1,435,795",,0,,"1,400,191",,0,,"1,348,387",,0,,"1,325,681",,0,,"1,287,978",,0,,"1,233,322",,0,,"1,311,078",,0,,"Requesting benefits, payments or loans",https://www.gov.uk/budgeting-loans,Budgeting Loans,"Data for applications for Budgeting Loans to pay for rent, furniture, clothes and other essential purchases.",Unit costs have not been included due to the current overhaul on the gathering of information within DWP.,"Budgeting Loans can involve several interactions with both the applicant and third parties. Processes include validating identity and eligibility, compliance checks, the investigation of potential fraud and error, and appeals against decisions made. It also includes the making of payments and any queries about non-receipt. <br>Covers applications processed for Crisis Loans, Budgeting Loans, Community Care, Funeral and Maternity Grants, whether successful or not.<br> Note: Crisis loans and Community Care grants are no longer available in England, Scotland or Wales. ",Individuals,Taxpayers,DWP,DWP,,,,1,"1,348,387",,0,,,,,,,1. transactions received,,"1,180,000","1,250,000","1,150,000","440,000","420,000","590,000","410,000","357,300","345,800","461,374","313,689","334,953","325,779","425,770","261,885","312,247","288,076","371,114","339,641","1,311,078","1,311,078",y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,State Pension: new claims,dwp-state-pension-claims,"615,000",,"8,857",,,,"600,000",,"37,373",,,,"570,000",,"60,202",,,,"550,000",,"77,490",,,,"540,000",,"82,641",,,,"540,000",,"83,470",,,,"540,000",60.00,"84,831",,,,,,"87,893",,,,,49.00,,,,,,,,,,,,,"418,689",,"103,205",,"428,404",,"109,773",,"436,935",,"115,230",,"442,525",,"116,179",,"444,859",,"120,536",,"451,739",,"129,211",,"444,838",,"137,942",,"436,169",,"155,326",,"Requesting benefits, payments or loans",https://www.gov.uk/claim-state-pension-online,Claim your State Pension ,Data for applications for the State Pension.,Unit costs have not been included due to the current overhaul on the gathering of information within DWP.,,Individuals,Taxpayers,DWP,DWP,,,,,"442,525",,"109,773",,,,,,YES,1. transactions received,,"150,000","130,000","140,000","130,000","140,000","130,000","140,000",,"101,739","98,564","116,287","102,099","111,454","107,095","121,877","104,433","118,334","100,194","113,208","436,169","436,169",y,"14,623","17,832","25,305","19,730","19,774","18,661","26,666","22,792","21,427","22,538","31,630","27,610","27,995","24,674","35,900","31,967","36,670","33,405","53,284","155,326","155,326",y,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,State Pension: existing claims,dwp-state-pension-claims-maintained,"11,420,000",13.00,0,,,,"11,530,000",13.00,0,,,,"11,560,000",12.00,0,,,,"12,210,223",12.00,0,,,,"12,537,885",11.00,0,,,,"12,868,635",11.00,0,,,,"12,887,573",11.00,0,,,,"12,910,175",11.00,0,,,,"12,932,525",11.00,0,,,,"12,949,613",,0,,"12,957,780",,0,,"12,959,393",,0,,"12,958,205",,,,"12,955,330",,,,"12,956,675",,0,,"12,954,137",,0,,"12,953,219",,0,,"12,945,797",,0,,"12,930,407",,0,,"Requesting benefits, payments or loans",https://www.gov.uk/state-pension/how-to-claim,The basic State Pension,Data for State Pension claimants living in the UK.,Unit costs have not been included due to the current overhaul on the gathering of information within DWP.,"Maintaining claims involves many interactions with people across the duration of their claim. It includes contacts about changes of circumstances or compliance checks that could affect eligibility and the investigation of potential fraud and error. It also includes the making of payments and queries about non-receipt.<br>The rolling year number of transactions given is the annual average of the number of cases on the caseload. The most recent quarterly data provided, is a snap shot of total volumes of cases on the caseload as at February 2017 (data obtained from Stat-Xplore).",Individuals,Taxpayers,DWP,DWP,,,,1,"12,956,675",,0,,,,,https://www.whatdotheyknow.com/new/dwp,,,,"11,560,000","11,590,000","12,829,800","12,861,090","12,870,650","12,913,000","12,905,550","12,951,500","12,960,050","12,981,350","12,938,220","12,957,950","12,955,300","12,969,850","12,943,600","12,947,796","12,951,630","12,940,160","12,882,040","12,930,407","51,721,626",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,Universal Jobmatch: CVs uploaded by jobseekers,dwp-universal-jobmatch-cv-uploads,,,,,,,,,,,,,"2,420,000",,"2,420,000",,,,"3,860,000",,"3,860,000",,,,"5,210,000",,"5,210,000",,,,"5,640,000",,"5,640,000",,,,"5,123,000",,"5,123,000",,,,"4,648,936",,"4,648,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providing information,https://www.gov.uk/jobsearch,Universal Jobmatch,Data for CVs uploaded by jobseekers looking for full-time or part-time jobs in the UK and abroad.,,"The number of transactions relates to the number of CVs uploaded to the Universal Jobmatch service by jobseekers holding an account. (Note: only five CVs can be stored at any one time in a jobseeker's account, but these can be overwritten any number of times.)<br>This type of internal management information does not form part of the official statistics outputs that are released by the Department in accordance with the UK Statistics Authority’s Code of Practice. ",Individuals,Taxpayers,DWP,DWP,,,,,"4,648,936",,"4,648,936",,,,,https://www.whatdotheyknow.com/new/dwp,,,,,"630,000","1,780,000","1,450,000","1,350,000","1,060,000","1,263,000","975,936",,,,,,,,,,,,,-,-,,"630,000","1,780,000","1,450,000","1,350,000","1,060,000","1,263,000","975,936",,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,Universal Jobmatch: accounts created by jobseekers,dwp-universal-jobmatch-jobseeker-accounts-created,,,,,,,,,,,,,"2,440,000",,"2,440,000",,,,"3,710,000",,"3,710,000",,,,"4,810,000",,"4,810,000",,,,"4,760,000",,"4,760,000",,,,"3,997,000",,"3,997,000",,,,"3,515,162",,"3,515,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Registering,https://www.gov.uk/jobsearch,Universal Jobmatch,Data for accounts created by jobseekers looking for full-time or part-time jobs in the UK and abroad.,,"The volumes cover the number of new accounts created by jobseekers on the Universal Jobmatch (UJ) service. These are accounts jobseekers have created for themselves on the UJ service which will enable them to save preferred job search criteria, receive automated notifications of job vacancies matching their criteria, upload and store CVs, and enable their details to be searchable by DWP staff and employers.<br>This type of internal management information does not form part of the official statistics outputs that are released by the Department in accordance with the UK Statistics Authority’s Code of Practice.",Individuals,Taxpayers,DWP,DWP,,,,,"3,515,162",,"3,515,162",,,,,https://www.whatdotheyknow.com/new/dwp,,,,,"820,000","1,690,000","1,200,000","1,100,000","770,000","927,000","718,162",,,,,,,,,,,,,-,-,,"820,000","1,690,000","1,200,000","1,100,000","770,000","927,000","718,162",,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,Universal Jobmatch: vacancies placed by employers,dwp-universal-jobmatch-vacancies-placed-by-employers,,,,,,,,,,,,,"1,350,000",,"1,180,000",,,,"2,700,000",,"2,370,000",,,,"4,490,000",,"4,160,000",,,,"6,080,000",,"5,810,000",,,,"7,056,000",,"6,926,000",,,,"8,001,595",,"8,001,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providing information,http://jobvacancies.businesslink.gov.uk/IndexDwp.aspx,Universal Jobmatch,Data for job adverts put up by registered employers using the Universal Jobmatch online service. ,,The number of transactions given covers the number of job vacancies entered onto the Universal Jobmatch service by employers. A vacancy relates to a job role and there may be one or more 'openings' related to a vacancy. <br>The total volume includes vacancies notified to UJ's predecessor services which were then entered onto the new service. This type of internal management information does not form part of the official statistics outputs that are released by the Department in accordance with the UK Statistics Authority’s Code of Practice.,Business,,DWP,DWP,,,,,"8,001,595",,"8,001,595",,,,,https://www.whatdotheyknow.com/new/dwp,,,,,"430,000","1,120,000","1,150,000","1,790,000","2,020,000","2,096,000","2,095,595",,,,,,,,,,,,,-,-,,"370,000","980,000","1,020,000","1,790,000","2,020,000","2,096,000","2,095,595",,,,,,,,,,,,,-,-,ok,ok
DWP,Department for Work and Pensions,Department for Work and Pensions,DWP,Widowed Parent's Allowance and Bereavement Allowance: existing claims,dwp-widowed-parents-allowance-bereavement-allowance,"38,000",,0,,,,"39,000",,,,,,"39,000",,,,,,"39,000",,0,,,,"39,000",,0,,,,"39,000",,0,,,,"39,000",,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,,,,,,,"Requesting benefits, payments or loans",https://www.gov.uk/widowed-parents-allowance,,Data for existing claimants of Widowed Parent's Allowance and Bereavement Allowance.,,The number of transactions per quarter is no longer available.,Individuals,Taxpayers,DWP,DWP,,,Was previously listed as Bereavement Benefit with WPA and BA listed separately,,"39,000",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,y,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Academic Technology Approval Scheme (ATAS) applications,fco-academic-technology-approval-scheme-atas-applications,"15,364",,,,,,"17,000",,"17,000",,,,"16,891",,,,,,"18,184",,,,,,"18,333",,,,,,"18,545",,,,,,"19,037",,,,,,"20,513",,,,,,"20,810",,,,,,"20,614",,,,"20,417",,,,"19,933",,,,"19,463",,,,"19,498",,,,"19,601",,,,,,,,,,,,,,,,"18,970",,,,Providing information,https://www.gov.uk/academic-technology-approval-scheme,Academic Technology Approval Scheme,Data for checks carried out under the Academic Technology Approval Scheme.,,,Business,Taxpayers,FCO,FCO,,,,,"19,601",,,,,,,,,,,"6,566","3,110","2,221","6,287","6,715","3,322","2,713","7,763","7,012","3,126","2,516","7,279","6,542","3,161","2,619","7,443","5,939","2,935","2,653","18,970","18,970",y,,,,,,,,,,"3,126",,,,,,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,"Additions and corrections to the consular register of births, deaths, marriages or civil partnerships",fco-additions-corrections-to-the-consular-register-of-births-deaths-marriages-or-civil-partnerships,,,,,,,,,,,,,,,,,,,70,,,,,,53,,,,,,45,,,,,,67,,,,,,85,,,,,,73,,0,,,,63,,0,,35,,0,,8,,0,,8,,0,,6,,0,,8,,0,,,,,,,,,,,,,,,,,,Amending/deleting information,,,"Data for additions and corrections to the consular register of births, deaths, marriages or civil partnerships.",,,Individuals,Taxpayers,FCO,FCO,,,,,8,,0,,,,,,,,,32,22,6,10,15,14,28,28,3,4,0,1,3,2,2,,,,,,-,-,,,,,,,,,0,0,0,0,0,0,0,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Applications for Chevening Scholarships,fco-apply-for-chevening-scholarship,"26,000",,"25,000",,,,"21,000",,"21,000",,,,"20,842",,,,,,"20,928",,,,,,"22,140",,,,,,"29,512",,,,,,"24,774",,,,,,"27,620",,,,,,"36,800",,,,,,"36,800",2.00,,2.00,"39,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Requesting benefits, payments or loans",http://www.chevening.org/apply/,Apply for a Chevening Scholarship,Data for applications (successful or otherwise) from overseas students for funding to take postgraduate courses in the UK.,This cost figure supplied covers the online transaction only; staff processing time and other offline costs are not included.,,Individuals,Taxpayers,FCO,FCO,,,,,"39,700",,"25,000",,,,,,,,,0,"15,859","4,983",86,,,,,,,,,,"34,130",0,,,,0,,-,-,,,,,,,,,,"36,800",,,,,,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Legalisation and Apostille certificate applications,fco-apply-for-legalisation-apostille-certificate,"90,406",,,,,,"98,705",,,,,,"128,240",,,,,,"418,685",,,,,,"428,859",,,,,,"434,966",,,,,,"448,487",,,,,,"456,092",,,,,,"464,089",,,,,,"468,223",,0,,"472,256",,0,,"475,698",,0,,"477,397",,0,,"480,121",,0,,"482,309",,0,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.gov.uk/get-document-legalised,Get a document legalised,"Data for public documents ‘legalised’ by the UK government confirming that a UK public official’s signature, seal or stamp on the document is genuine.",,,Individuals,Fees and charges,FCO,FCO,,,,,"482,309",,0,,,,,,,,,"102,220","95,677","103,897","116,891","112,394","101,784","117,418","124,496","120,391","105,918","121,451","127,938","122,090","108,642","123,639",,,"119,728","136,693",,-,-,,,,,,,,,0,0,0,0,,,,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Certificates of no impediment to marriage abroad,fco-certificates-of-no-impediment-or-certificat-de-coutume,,,,,,,,,,,,,,,,,,,"13,825",,,,,,"12,958",,,,,,"12,354",,,,,,"11,519",,,,,,"8,769",,,,,,"7,118",,,,,,"6,180",,0,,"4,953",,0,,"4,609",,0,,"4,290",,0,,"4,000",,0,,"4,245",,0,,,,,,,,,,,,,,,,,,Requesting a licence or consent,,,Data for applications for certificates of no impediment or certificat de coutume.,,,Individuals,Fees and charges,FCO,FCO,,,,,"4,245",,0,,,,,,,,,"3,777","2,525","3,073","4,450","2,910","1,921","2,238","1,700","1,259",983,"1,011","1,356",940,693,"1,256",,,698,920,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,"Certified copies of entries in the register of births, deaths, marriages or civil partnerships",fco-certified-copies-of-entry-of-register-of-births-deaths-marriages-or-civil-partnerships,,,,,,,,,,,,,,,,,,,"5,693",,,,,,"5,829",,,,,,"6,013",,,,,,"6,293",,,,,,"6,117",,,,,,"5,284",,,,,,"4,117",,0,,"2,605",,0,,"1,350",,0,,759,,0,,461,,0,,,,0,,,,,,,,,,,,,,,,,,Requesting a licence or consent,,,"Data for applications for certified copies of entries in the register of births, deaths, marriages or civil partnerships.",,,Individuals,Fees and charges,FCO,FCO,,,,,461,,0,,,,,,,,,"1,363","1,357","1,452","1,521","1,499","1,541","1,732","1,345",666,374,220,90,75,76,,,,89,53,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Emergency passport applications when abroad,fco-emergency-passport-applications,,,,,,,,,,,,,,,,,,,"1,006",,,,,,"1,002",,,,,,"1,013",,,,,,"1,039",,,,,,727,,,,,,791,,,,,,829,,0,,893,,0,,697,,0,,806,,0,,795,,0,,696,,0,,,,,,,,,,,,,,,,,,Requesting a licence or consent,,,Data for emergency passport applications from UK citizens needing to leave a country but having no passport.,,,Individuals,Fees and charges,FCO,FCO,,,,,696,,0,,,,,,,,,144,139,70,653,140,150,96,341,204,188,160,145,313,177,61,,,255,221,,-,-,,,,,,,,,0,0,0,0,0,,,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Emergency travel document applications,fco-emergency-travel-document-applications,,,,,,,,,,,,,,,,,,,"28,076",,,,,,"28,636",,,,,,"27,425",,,,,,"28,697",,,,,,"34,289",,,,,,"37,444",,,,,,"37,805",,0,,"36,556",,0,,"31,929",,0,,"29,486",,0,,"29,583",,0,,"30,112",,0,,,,,,,,,,,,,,,,,,Requesting a licence or consent,https://www.gov.uk/emergency-travel-document,Get an emergency travel document,Data for applications for a document that lets you leave another country if you can’t get a new or replacement British passport in time to travel.,,,Individuals,Fees and charges,FCO,FCO,,,,,"30,112",,0,,,,,,,,,"8,487","7,466","5,301","6,822","9,047","6,255","6,573","12,414","12,202","6,616","5,324","7,787","9,759","6,713","5,853",,,"6,597","6,025",,-,-,,,,,,,,,0,0,0,0,0,,,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Forwarding record of marriage or civil partnership to Registrar General,fco-forwarding-record-of-marriage-or-civil-partnership-to-registrar-general,,,,,,,,,,,,,,,,,,,0,,,,,,313,,,,,,531,,,,,,553,,,,,,554,,,,,,249,,,,,,32,,0,,12,,0,,11,,0,,3,,0,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,Data for forwarding record of marriage or civil partnership to Registrar General.,,,Individuals,Fees and charges,FCO,FCO,,,,,0,,0,,,,,,,,,0,0,0,0,313,218,22,1,8,1,2,0,0,0,0,,,,,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Maritime services (consular),fco-maritime-services-consular,,,,,,,,,,,,,,,,,,,175,,,,,,228,,,,,,244,,,,,,262,,,,,,90,,,,,,89,,,,,,78,,0,,60,,0,,58,,0,,5,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,Data for maritime services (consular).,The costs for this service are calculated jointly with other consular services.,,Individuals,Taxpayers,FCO,FCO,,,,,0,,0,,,,,,,,,1,0,0,174,54,16,18,2,53,5,0,0,0,0,0,,,,,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
